Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
11-Mar-25,Tuesday,March,Q1,2025,EQ,2223.15,2267.85,2208.30,2228.30,2252.65,2250.60,2251.19,3743.90,2025.00,947079.00,54661
10-Mar-25,Monday,March,Q1,2025,EQ,2245.00,2288.00,2220.00,2247.50,2224.40,2228.30,2258.17,3743.90,2025.00,940113.00,57381
07-Mar-25,Friday,March,Q1,2025,EQ,2249.95,2267.65,2227.00,2252.85,2249.50,2247.50,2247.94,3743.90,2025.00,818806.00,44934
06-Mar-25,Thursday,March,Q1,2025,EQ,2260.00,2268.90,2226.15,2245.85,2251.00,2252.85,2250.92,3743.90,2025.00,890270.00,81763
05-Mar-25,Wednesday,March,Q1,2025,EQ,2153.95,2258.40,2148.05,2144.80,2242.00,2245.85,2219.60,3743.90,2025.00,1370106.00,81480
04-Mar-25,Tuesday,March,Q1,2025,EQ,2085.10,2154.00,2080.00,2117.10,2147.60,2144.80,2133.91,3743.90,2025.00,852978.00,56864
03-Mar-25,Monday,March,Q1,2025,EQ,2109.00,2127.25,2026.55,2096.00,2122.00,2117.10,2078.96,3743.90,2025.00,1592611.00,105782
28-Feb-25,Friday,February,Q1,2025,EQ,2107.00,2111.35,2072.00,2110.95,2097.55,2096.00,2093.84,3743.90,2025.00,2373922.00,99109
27-Feb-25,Thursday,February,Q1,2025,EQ,2143.75,2149.10,2102.50,2129.85,2108.00,2110.95,2122.60,3743.90,2025.00,941950.00,63169
25-Feb-25,Tuesday,February,Q1,2025,EQ,2115.15,2158.30,2102.00,2115.15,2130.00,2129.85,2137.55,3743.90,2025.00,802131.00,56102
24-Feb-25,Monday,February,Q1,2025,EQ,2128.95,2138.50,2096.70,2133.10,2114.90,2115.15,2116.22,3743.90,2025.00,1032294.00,73399
21-Feb-25,Friday,February,Q1,2025,EQ,2190.45,2199.60,2116.85,2179.00,2125.00,2133.10,2152.24,3743.90,2025.00,1540308.00,85375
20-Feb-25,Thursday,February,Q1,2025,EQ,2180.80,2216.35,2156.80,2180.80,2178.00,2179.00,2187.58,3743.90,2025.00,1086670.00,74127
19-Feb-25,Wednesday,February,Q1,2025,EQ,2166.00,2219.40,2127.00,2220.30,2177.00,2180.80,2187.51,3743.90,2025.00,1203163.00,77627
18-Feb-25,Tuesday,February,Q1,2025,EQ,2240.00,2240.00,2166.05,2223.70,2213.05,2220.30,2199.31,3743.90,2025.00,1138090.00,75933
17-Feb-25,Monday,February,Q1,2025,EQ,2152.65,2240.40,2110.65,2152.65,2237.30,2223.70,2180.52,3743.90,2025.00,1400160.00,101955
14-Feb-25,Friday,February,Q1,2025,EQ,2245.70,2249.30,2124.55,2244.70,2149.00,2152.65,2173.43,3743.90,2025.00,2550043.00,151036
13-Feb-25,Thursday,February,Q1,2025,EQ,2354.00,2372.75,2233.40,2353.45,2237.45,2244.70,2296.20,3743.90,2025.00,2551940.00,133317
12-Feb-25,Wednesday,February,Q1,2025,EQ,2325.00,2378.45,2281.00,2321.75,2357.00,2353.45,2330.04,3743.90,2025.00,1933098.00,117486
11-Feb-25,Tuesday,February,Q1,2025,EQ,2312.00,2397.00,2306.00,2290.80,2321.00,2321.75,2356.84,3743.90,2025.00,4895456.00,217468
10-Feb-25,Monday,February,Q1,2025,EQ,2350.00,2350.95,2280.10,2338.80,2287.00,2290.80,2299.96,3743.90,2025.00,739708.00,48267
07-Feb-25,Friday,February,Q1,2025,EQ,2312.45,2374.90,2307.35,2312.45,2340.00,2338.80,2340.71,3743.90,2025.00,892900.00,65292
06-Feb-25,Thursday,February,Q1,2025,EQ,2340.00,2340.00,2298.20,2324.60,2309.00,2312.45,2313.94,3743.90,2025.00,680544.00,56800
05-Feb-25,Wednesday,February,Q1,2025,EQ,2314.95,2349.40,2309.05,2301.50,2326.80,2324.60,2325.60,3743.90,2025.00,560940.00,43537
04-Feb-25,Tuesday,February,Q1,2025,EQ,2278.90,2312.00,2267.55,2261.85,2303.25,2301.50,2295.26,3743.90,2025.00,691187.00,55343
03-Feb-25,Monday,February,Q1,2025,EQ,2266.75,2279.00,2213.90,2270.00,2266.90,2261.85,2247.60,3743.90,2025.00,824942.00,63131
01-Feb-25,Saturday,February,Q1,2025,EQ,2297.00,2351.45,2237.55,2287.80,2269.95,2270.00,2290.99,3743.90,2025.00,987362.00,60333
31-Jan-25,Friday,January,Q1,2025,EQ,2238.85,2314.95,2213.75,2252.60,2297.00,2287.80,2280.98,3743.90,2025.00,2013345.00,96876
30-Jan-25,Thursday,January,Q1,2025,EQ,2325.00,2351.50,2201.30,2318.60,2247.90,2252.60,2267.93,3743.90,2025.00,2601625.00,146148
29-Jan-25,Wednesday,January,Q1,2025,EQ,2297.00,2326.25,2282.60,2286.05,2321.80,2318.60,2311.65,3743.90,2025.00,785220.00,54577
28-Jan-25,Tuesday,January,Q1,2025,EQ,2274.20,2315.85,2242.00,2259.70,2293.50,2286.05,2280.67,3743.90,2025.00,966497.00,68907
27-Jan-25,Monday,January,Q1,2025,EQ,2310.05,2318.10,2250.05,2315.10,2259.05,2259.70,2283.92,3743.90,2025.00,1032995.00,70412
24-Jan-25,Friday,January,Q1,2025,EQ,2387.75,2406.00,2299.40,2385.00,2314.05,2315.10,2350.05,3743.90,2025.00,1388583.00,82631
23-Jan-25,Thursday,January,Q1,2025,EQ,2383.00,2405.15,2355.00,2376.55,2376.30,2385.00,2383.47,3743.90,2025.00,826721.00,57688
22-Jan-25,Wednesday,January,Q1,2025,EQ,2399.00,2399.00,2325.15,2384.30,2377.00,2376.55,2350.04,3743.90,2025.00,1147334.00,70492
21-Jan-25,Tuesday,January,Q1,2025,EQ,2441.75,2441.75,2373.65,2442.80,2375.00,2384.30,2398.89,3743.90,2025.00,1206512.00,75686
20-Jan-25,Monday,January,Q1,2025,EQ,2413.75,2454.00,2390.00,2399.80,2434.10,2442.80,2424.85,3743.90,2025.00,1039435.00,62157
17-Jan-25,Friday,January,Q1,2025,EQ,2450.00,2450.00,2380.05,2427.85,2399.50,2399.80,2404.16,3743.90,2025.00,1122205.00,72852
16-Jan-25,Thursday,January,Q1,2025,EQ,2500.00,2570.00,2418.85,2388.15,2433.00,2427.85,2461.44,3743.90,2025.00,2841803.00,169165
15-Jan-25,Wednesday,January,Q1,2025,EQ,2399.00,2421.95,2372.65,2380.55,2377.70,2388.15,2394.10,3743.90,2025.00,1421437.00,89565
14-Jan-25,Tuesday,January,Q1,2025,EQ,2241.50,2422.90,2241.50,2225.15,2382.00,2380.55,2370.68,3743.90,2025.00,4120705.00,239191
13-Jan-25,Monday,January,Q1,2025,EQ,2365.00,2365.00,2216.90,2374.40,2227.00,2225.15,2280.87,3743.90,2025.00,1559903.00,104906
10-Jan-25,Friday,January,Q1,2025,EQ,2480.00,2484.60,2368.25,2477.90,2380.10,2374.40,2407.11,3743.90,2025.00,1418808.00,108945
09-Jan-25,Thursday,January,Q1,2025,EQ,2517.00,2517.55,2469.50,2515.25,2484.85,2477.90,2487.61,3743.90,2025.00,705838.00,60127
08-Jan-25,Wednesday,January,Q1,2025,EQ,2520.55,2530.00,2490.00,2520.55,2511.20,2515.25,2509.14,3743.90,2025.00,879641.00,74141
07-Jan-25,Tuesday,January,Q1,2025,EQ,2474.65,2525.00,2474.65,2474.45,2524.80,2520.55,2510.58,3743.90,2025.00,1019131.00,69952
06-Jan-25,Monday,January,Q1,2025,EQ,2557.65,2568.85,2463.50,2564.60,2472.00,2474.45,2497.27,3743.90,2025.00,1121398.00,88877
03-Jan-25,Friday,January,Q1,2025,EQ,2580.00,2619.00,2556.60,2597.70,2562.00,2564.60,2589.16,3743.90,2025.00,932795.00,52144
02-Jan-25,Thursday,January,Q1,2025,EQ,2565.70,2602.00,2537.00,2554.85,2587.85,2597.70,2569.89,3743.90,2025.00,1167236.00,73015
01-Jan-25,Wednesday,January,Q1,2025,EQ,2536.00,2644.20,2518.25,2528.65,2545.90,2554.85,2561.31,3743.90,2025.00,2875721.00,140672
31-Dec-24,Tuesday,December,Q4,2024,EQ,2575.00,2577.75,2507.45,2592.35,2530.00,2528.65,2531.14,3743.90,2025.00,2745674.00,124232
30-Dec-24,Monday,December,Q4,2024,EQ,2425.00,2610.00,2421.95,2409.95,2585.00,2592.35,2549.07,3743.90,2025.00,7825097.00,338992
27-Dec-24,Friday,December,Q4,2024,EQ,2415.00,2446.15,2390.50,2400.25,2420.00,2409.95,2421.00,3743.90,2025.00,1982291.00,73559
26-Dec-24,Thursday,December,Q4,2024,EQ,2378.05,2410.00,2368.00,2372.45,2401.00,2400.25,2389.27,3743.90,2025.00,895785.00,63476
24-Dec-24,Tuesday,December,Q4,2024,EQ,2355.20,2412.90,2340.00,2338.95,2372.00,2372.45,2381.05,3743.90,2025.00,1156186.00,70017
23-Dec-24,Monday,December,Q4,2024,EQ,2373.95,2379.50,2332.75,2344.95,2346.00,2338.95,2351.63,3743.90,2025.00,758920.00,54920
20-Dec-24,Friday,December,Q4,2024,EQ,2429.00,2453.85,2333.00,2419.35,2349.20,2344.95,2403.77,3743.90,2025.00,1337016.00,75322
19-Dec-24,Thursday,December,Q4,2024,EQ,2429.00,2434.00,2397.10,2457.40,2421.95,2419.35,2417.59,3743.90,2025.00,1181898.00,74211
18-Dec-24,Wednesday,December,Q4,2024,EQ,2489.00,2496.60,2452.00,2487.60,2459.55,2457.40,2469.89,3743.90,2025.00,990217.00,56893
17-Dec-24,Tuesday,December,Q4,2024,EQ,2512.00,2525.00,2480.75,2512.40,2488.85,2487.60,2503.41,3743.90,2025.00,1061891.00,52797
16-Dec-24,Monday,December,Q4,2024,EQ,2530.00,2537.50,2503.00,2527.55,2507.00,2512.40,2518.05,3743.90,2025.00,654321.00,39040
13-Dec-24,Friday,December,Q4,2024,EQ,2504.00,2545.00,2479.05,2504.10,2527.00,2527.55,2516.13,3743.90,2025.00,1940935.00,86754
12-Dec-24,Thursday,December,Q4,2024,EQ,2457.00,2534.80,2446.25,2457.25,2504.00,2504.10,2500.62,3743.90,2025.00,2579624.00,136426
11-Dec-24,Wednesday,December,Q4,2024,EQ,2469.00,2480.00,2451.00,2467.20,2455.00,2457.25,2461.57,3743.90,2025.00,712674.00,43901
10-Dec-24,Tuesday,December,Q4,2024,EQ,2501.00,2501.00,2455.00,2495.85,2467.50,2467.20,2473.87,3743.90,2025.00,1119844.00,56796
09-Dec-24,Monday,December,Q4,2024,EQ,2507.90,2526.00,2483.15,2506.40,2494.80,2495.85,2503.59,3743.90,2025.00,958369.00,53488
06-Dec-24,Friday,December,Q4,2024,EQ,2520.00,2535.00,2502.50,2522.55,2504.90,2506.40,2517.43,3743.90,2025.00,1240437.00,56172
05-Dec-24,Thursday,December,Q4,2024,EQ,2505.00,2538.15,2470.25,2494.75,2520.90,2522.55,2504.40,3743.90,2025.00,3333144.00,160996
04-Dec-24,Wednesday,December,Q4,2024,EQ,2528.00,2530.05,2470.10,2514.20,2485.00,2494.75,2496.08,3743.90,2025.00,2344949.00,110526
03-Dec-24,Tuesday,December,Q4,2024,EQ,2464.00,2558.00,2462.05,2457.05,2511.00,2514.20,2510.57,3743.90,2025.00,4070042.00,160160
02-Dec-24,Monday,December,Q4,2024,EQ,2491.35,2508.00,2426.60,2463.15,2452.10,2457.05,2456.14,3743.90,2025.00,3807565.00,154130
29-Nov-24,Friday,November,Q4,2024,EQ,2464.05,2520.00,2400.00,2437.10,2457.00,2463.15,2460.36,3743.90,2025.00,8191680.00,315730
28-Nov-24,Thursday,November,Q4,2024,EQ,2440.00,2526.30,2400.00,2397.80,2437.00,2437.10,2467.73,3743.90,2025.00,14445549.00,590705
27-Nov-24,Wednesday,November,Q4,2024,EQ,2180.00,2418.00,2142.15,2150.50,2399.00,2397.80,2324.71,3743.90,2025.00,17502156.00,620492
26-Nov-24,Tuesday,November,Q4,2024,EQ,2265.60,2292.85,2136.00,2257.50,2166.85,2150.50,2189.62,3743.90,2025.00,7723187.00,316539
25-Nov-24,Monday,November,Q4,2024,EQ,2315.00,2333.65,2238.00,2228.00,2265.20,2257.50,2295.02,3743.90,2025.00,7466733.00,252789
22-Nov-24,Friday,November,Q4,2024,EQ,2101.00,2289.70,2025.00,2183.65,2229.90,2228.00,2188.51,3743.90,2025.00,20939196.00,711465
21-Nov-24,Thursday,November,Q4,2024,EQ,2539.35,2539.35,2155.05,2821.50,2160.00,2183.65,2254.30,3743.90,2142.00,21796668.00,792663
19-Nov-24,Tuesday,November,Q4,2024,EQ,2831.00,2894.80,2809.80,2818.70,2817.00,2821.50,2858.60,3743.90,2142.00,536296.00,44585
18-Nov-24,Monday,November,Q4,2024,EQ,2826.80,2858.65,2793.30,2826.80,2820.00,2818.70,2825.41,3743.90,2142.00,489692.00,42870
14-Nov-24,Thursday,November,Q4,2024,EQ,2824.00,2844.80,2801.00,2816.70,2820.00,2826.80,2823.39,3743.90,2142.00,646797.00,66067
13-Nov-24,Wednesday,November,Q4,2024,EQ,2860.00,2889.00,2808.00,2870.00,2817.00,2816.70,2840.32,3743.90,2142.00,890146.00,67503
12-Nov-24,Tuesday,November,Q4,2024,EQ,2910.00,2930.45,2855.00,2903.65,2860.00,2870.00,2895.50,3743.90,2142.00,597231.00,53386
11-Nov-24,Monday,November,Q4,2024,EQ,2928.00,2946.80,2888.00,2929.10,2903.00,2903.65,2915.81,3743.90,2142.00,584144.00,44808
08-Nov-24,Friday,November,Q4,2024,EQ,2965.10,2995.00,2911.25,2970.10,2920.00,2929.10,2947.35,3743.90,2142.00,835641.00,49840
07-Nov-24,Thursday,November,Q4,2024,EQ,3045.00,3045.00,2943.05,3046.25,2962.65,2970.10,2968.25,3743.90,2142.00,1285585.00,84570
06-Nov-24,Wednesday,November,Q4,2024,EQ,2918.00,3070.00,2918.00,2915.55,3046.25,3046.25,3010.70,3743.90,2142.00,1676755.00,99615
05-Nov-24,Tuesday,November,Q4,2024,EQ,2897.40,2924.00,2870.00,2897.40,2917.55,2915.55,2898.85,3743.90,2142.00,752303.00,59721
04-Nov-24,Monday,November,Q4,2024,EQ,2935.00,2943.00,2857.75,2949.50,2890.00,2897.40,2895.82,3743.90,2142.00,1059384.00,87457
01-Nov-24,Friday,November,Q4,2024,EQ,2960.00,2975.60,2928.40,2947.25,2941.05,2949.50,2957.08,3743.90,2142.00,304673.00,13462
31-Oct-24,Thursday,October,Q4,2024,EQ,2967.90,2976.50,2933.85,2969.30,2948.95,2947.25,2950.81,3743.90,2142.00,1156390.00,82267
30-Oct-24,Wednesday,October,Q4,2024,EQ,2864.00,2997.15,2815.05,2848.60,2955.00,2969.30,2944.04,3743.90,2142.00,2884272.00,145520
29-Oct-24,Tuesday,October,Q4,2024,EQ,2803.00,2863.05,2732.85,2798.65,2842.00,2848.60,2808.68,3743.90,2142.00,1529844.00,100647
28-Oct-24,Monday,October,Q4,2024,EQ,2701.10,2822.40,2672.10,2693.45,2803.00,2798.65,2777.60,3743.90,2142.00,1385033.00,89897
25-Oct-24,Friday,October,Q4,2024,EQ,2845.00,2847.00,2654.70,2830.20,2691.50,2693.45,2716.52,3743.90,2142.00,1954174.00,125219
24-Oct-24,Thursday,October,Q4,2024,EQ,2841.05,2875.15,2807.90,2835.55,2828.15,2830.20,2837.19,3743.90,2142.00,942066.00,63401
23-Oct-24,Wednesday,October,Q4,2024,EQ,2840.85,2879.00,2820.10,2823.80,2829.90,2835.55,2850.63,3743.90,2142.00,1270530.00,74396
22-Oct-24,Tuesday,October,Q4,2024,EQ,2938.00,2955.00,2818.00,2937.65,2840.90,2823.80,2860.67,3743.90,2142.00,1209732.00,99927
21-Oct-24,Monday,October,Q4,2024,EQ,3005.15,3014.95,2916.95,3002.00,2932.00,2937.65,2949.20,3743.90,2142.00,1051690.00,69473
18-Oct-24,Friday,October,Q4,2024,EQ,2990.00,3031.70,2968.10,3013.75,2999.95,3002.00,3001.38,3743.90,2142.00,796339.00,47617
17-Oct-24,Thursday,October,Q4,2024,EQ,3089.95,3100.00,2993.00,3085.90,3005.00,3013.75,3032.31,3743.90,2142.00,2655289.00,68030
16-Oct-24,Wednesday,October,Q4,2024,EQ,3098.00,3115.40,3061.00,3104.70,3078.00,3085.90,3089.06,3743.90,2142.00,543476.00,44391
15-Oct-24,Tuesday,October,Q4,2024,EQ,3124.00,3128.00,3091.50,3101.10,3103.25,3104.70,3107.21,3743.90,2142.00,371613.00,35471
14-Oct-24,Monday,October,Q4,2024,EQ,3145.00,3150.10,3092.85,3137.20,3098.85,3101.10,3120.61,3743.90,2142.00,437728.00,34403
11-Oct-24,Friday,October,Q4,2024,EQ,3174.20,3190.00,3116.00,3174.20,3129.95,3137.20,3149.22,3743.90,2142.00,1035260.00,72560
10-Oct-24,Thursday,October,Q4,2024,EQ,3140.00,3211.00,3056.10,3153.75,3194.80,3174.20,3120.45,3743.90,2142.00,2905725.00,151256
09-Oct-24,Wednesday,October,Q4,2024,EQ,3175.00,3179.95,3134.40,3160.70,3152.40,3153.75,3155.44,3743.90,2142.00,897335.00,60904
08-Oct-24,Tuesday,October,Q4,2024,EQ,3018.50,3170.00,2994.85,3018.00,3166.95,3160.70,3110.96,3743.90,2142.00,1776511.00,98514
07-Oct-24,Monday,October,Q4,2024,EQ,3110.65,3128.50,2980.45,3110.65,3011.00,3018.00,3029.34,3743.90,2142.00,1743454.00,99490
04-Oct-24,Friday,October,Q4,2024,EQ,3119.90,3149.50,3070.00,3116.00,3110.00,3110.65,3110.13,3743.90,2142.00,987583.00,58703
03-Oct-24,Thursday,October,Q4,2024,EQ,3150.00,3196.35,3084.10,3186.10,3116.70,3116.00,3130.54,3743.90,2142.00,1309703.00,83884
01-Oct-24,Tuesday,October,Q4,2024,EQ,3136.30,3192.00,3107.00,3135.85,3183.00,3186.10,3156.94,3743.90,2142.00,1367116.00,66641
30-Sep-24,Monday,September,Q3,2024,EQ,3129.00,3209.90,3120.40,3130.30,3131.00,3135.85,3158.97,3743.90,2142.00,1607429.00,92240
27-Sep-24,Friday,September,Q3,2024,EQ,3122.00,3179.00,3116.00,3122.65,3137.65,3130.30,3134.82,3743.90,2142.00,2297441.00,83714
26-Sep-24,Thursday,September,Q3,2024,EQ,3085.00,3148.00,3085.00,3105.10,3115.00,3122.65,3117.31,3743.90,2142.00,1548019.00,83624
25-Sep-24,Wednesday,September,Q3,2024,EQ,3108.00,3123.90,3080.20,3093.90,3101.05,3105.10,3100.01,3743.90,2142.00,913008.00,57019
24-Sep-24,Tuesday,September,Q3,2024,EQ,3055.00,3101.00,3040.25,3043.95,3100.45,3093.90,3072.82,3743.90,2142.00,1021918.00,53383
23-Sep-24,Monday,September,Q3,2024,EQ,3020.00,3070.00,3015.25,3008.50,3035.00,3043.95,3046.70,3743.90,2142.00,897314.00,66944
20-Sep-24,Friday,September,Q3,2024,EQ,2948.15,3025.00,2942.05,2943.15,3005.80,3008.50,3000.83,3743.90,2142.00,1787210.00,76536
19-Sep-24,Thursday,September,Q3,2024,EQ,2975.05,2975.25,2890.35,2956.30,2941.00,2943.15,2930.13,3743.90,2142.00,1655401.00,79202
18-Sep-24,Wednesday,September,Q3,2024,EQ,2976.00,2984.75,2935.00,2975.20,2957.00,2956.30,2959.83,3743.90,2142.00,831891.00,37955
17-Sep-24,Tuesday,September,Q3,2024,EQ,2990.05,2995.90,2952.50,2984.90,2975.00,2975.20,2971.05,3743.90,2142.00,698700.00,44150
16-Sep-24,Monday,September,Q3,2024,EQ,2972.00,3026.40,2972.00,2968.35,2982.00,2984.90,3000.63,3743.90,2142.00,695162.00,44149
13-Sep-24,Friday,September,Q3,2024,EQ,2972.00,3001.95,2956.05,2991.00,2965.35,2968.35,2974.23,3743.90,2142.00,815948.00,46440
12-Sep-24,Thursday,September,Q3,2024,EQ,2950.00,3000.00,2917.15,2937.85,2980.90,2991.00,2962.52,3743.90,2142.00,1314173.00,89512
11-Sep-24,Wednesday,September,Q3,2024,EQ,2985.00,2992.95,2928.00,2986.40,2940.00,2937.85,2958.05,3743.90,2142.00,888628.00,54027
10-Sep-24,Tuesday,September,Q3,2024,EQ,2971.60,3007.40,2947.60,2964.15,2986.00,2986.40,2975.72,3743.90,2142.00,803782.00,55050
09-Sep-24,Monday,September,Q3,2024,EQ,2972.10,2972.50,2927.30,2975.45,2968.00,2964.15,2953.73,3743.90,2142.00,1523581.00,75178
06-Sep-24,Friday,September,Q3,2024,EQ,3019.00,3025.00,2968.00,3015.35,2972.10,2975.45,2990.04,3743.90,2142.00,1251165.00,75683
05-Sep-24,Thursday,September,Q3,2024,EQ,3025.00,3037.90,3002.00,3012.35,3012.00,3015.35,3015.88,3743.90,2142.00,734273.00,45054
04-Sep-24,Wednesday,September,Q3,2024,EQ,3010.00,3025.00,2955.20,3036.10,3013.50,3012.35,3005.91,3743.90,2142.00,1212270.00,51072
03-Sep-24,Tuesday,September,Q3,2024,EQ,3037.00,3053.05,3023.80,3042.15,3035.95,3036.10,3036.89,3743.90,2142.00,1371577.00,43530
02-Sep-24,Monday,September,Q3,2024,EQ,3021.10,3059.15,2997.60,3019.35,3039.00,3042.15,3025.26,3743.90,2142.00,1842658.00,73749
30-Aug-24,Friday,August,Q3,2024,EQ,3030.00,3038.55,3003.30,3020.15,3033.00,3019.35,3019.69,3743.90,2142.00,3509174.00,77468
29-Aug-24,Thursday,August,Q3,2024,EQ,3030.00,3041.95,2981.30,3028.00,3022.00,3020.15,3007.33,3743.90,2142.00,1853966.00,100949
28-Aug-24,Wednesday,August,Q3,2024,EQ,3078.00,3078.00,3022.10,3067.10,3028.00,3028.00,3041.32,3743.90,2142.00,1569652.00,62349
27-Aug-24,Tuesday,August,Q3,2024,EQ,3072.20,3095.75,3064.00,3069.00,3067.00,3067.10,3078.59,3743.90,2142.00,1310440.00,43632
26-Aug-24,Monday,August,Q3,2024,EQ,3088.00,3090.00,3055.00,3076.35,3069.80,3069.00,3069.89,3743.90,2142.00,1632446.00,73150
23-Aug-24,Friday,August,Q3,2024,EQ,3101.00,3123.00,3067.60,3099.05,3079.45,3076.35,3088.57,3743.90,2142.00,1375224.00,61780
22-Aug-24,Thursday,August,Q3,2024,EQ,3130.75,3150.00,3091.00,3115.70,3099.55,3099.05,3122.80,3743.90,2142.00,1378912.00,53089
21-Aug-24,Wednesday,August,Q3,2024,EQ,3070.65,3153.30,3068.40,3070.65,3117.00,3115.70,3110.53,3743.90,2142.00,1379240.00,56394
20-Aug-24,Tuesday,August,Q3,2024,EQ,3118.95,3126.00,3058.85,3102.55,3071.00,3070.65,3084.66,3743.90,2142.00,662263.00,42615
19-Aug-24,Monday,August,Q3,2024,EQ,3122.05,3134.30,3092.95,3108.80,3107.00,3102.55,3113.97,3743.90,2142.00,557265.00,35313
16-Aug-24,Friday,August,Q3,2024,EQ,3070.00,3121.60,3039.35,3040.10,3109.00,3108.80,3079.35,3743.90,2142.00,970067.00,54922
14-Aug-24,Wednesday,August,Q3,2024,EQ,3085.70,3085.70,3027.75,3092.20,3036.25,3040.10,3051.52,3743.90,2142.00,1232383.00,70048
13-Aug-24,Tuesday,August,Q3,2024,EQ,3170.05,3178.10,3081.75,3151.75,3085.70,3092.20,3120.80,3743.90,2142.00,2192588.00,89159
12-Aug-24,Monday,August,Q3,2024,EQ,3100.00,3169.85,3014.00,3187.55,3140.90,3151.75,3101.13,3743.90,2142.00,10307245.00,368244
09-Aug-24,Friday,August,Q3,2024,EQ,3209.00,3219.30,3171.05,3167.55,3186.50,3187.55,3193.28,3743.90,2142.00,760165.00,43358
08-Aug-24,Thursday,August,Q3,2024,EQ,3190.55,3242.65,3156.55,3185.95,3172.55,3167.55,3194.74,3743.90,2142.00,2139376.00,107274
07-Aug-24,Wednesday,August,Q3,2024,EQ,3118.00,3190.00,3112.00,3072.70,3186.45,3185.95,3163.01,3743.90,2142.00,1868169.00,74727
